antecedents,consequents,support,confidence,lift,leverage,conviction,minsup_test,minconf_test
"carnes_embutidas_defumadas,matinais,queijos",enlatados_conserva_vacuo,0.18494055482166447,0.7446808510638298,1.596950153697788,0.0691319590471321,2.0902686041391454,0.1,0.6
"bebidas_alcoolicas,padaria,peixes_frutosdomar",enlatados_conserva_vacuo,0.12681638044914134,0.7441860465116279,1.5958890572501483,0.047351971646403715,2.086225531403867,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,queijos",0.24438573315719947,0.6776556776556776,1.5931221987122606,0.09098523860961277,1.7826798366758732,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,tuberculos",0.14927344782034346,0.6647058823529411,1.59234921816828,0.05552928283619726,1.7374678439824793,0.1,0.6
"enlatados_conserva_vacuo,frango","carnes_embutidas_defumadas,laticinios_sem_queijos",0.14795244385733158,0.6666666666666667,1.592008412197687,0.05501798275540139,1.743725231175694,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,matinais",enlatados_conserva_vacuo,0.12549537648612946,0.7421875,1.5916032223796035,0.046646970852405295,2.0700532404627516,0.1,0.6
"carnes_embutidas_defumadas,laticinios_sem_queijos,matinais",enlatados_conserva_vacuo,0.18229854689564068,0.7419354838709677,1.591062779859271,0.06772195745913526,2.0680317040951124,0.1,0.6
"carnes_embutidas_defumadas,padaria,verduras_hortalicas",enlatados_conserva_vacuo,0.14398943196829592,0.7414965986394558,1.5901216010483514,0.05343696612331583,2.0645206146144757,0.1,0.6
"bebidas_alcoolicas,peixes_frutosdomar,verduras_hortalicas",enlatados_conserva_vacuo,0.20079260237780713,0.7414634146341464,1.5900504387480139,0.0745119527300458,2.064255626729145,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas","enlatados_conserva_vacuo,queijos",0.190224570673712,0.676056338028169,1.5893622605196396,0.07053847053218833,1.7738785825053127,0.1,0.6
"matinais,padaria,peixes_frutosdomar",enlatados_conserva_vacuo,0.130779392338177,0.7388059701492536,1.5843516130396176,0.04823496769037203,2.0432534440460457,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,queijos",enlatados_conserva_vacuo,0.190224570673712,0.7384615384615384,1.583612987578993,0.07010395271608535,2.0405625922760118,0.1,0.6
"enlatados_conserva_vacuo,frango","carnes_embutidas_defumadas,queijos",0.14663143989431968,0.6607142857142857,1.5827870705244123,0.05399014743939873,1.7170270458179797,0.1,0.6
"carnes_embutidas_defumadas,matinais","enlatados_conserva_vacuo,laticinios_sem_queijos",0.18229854689564068,0.6731707317073171,1.5825783972125436,0.06710769934159208,1.7582168418147048,0.1,0.6
"carnes_embutidas_defumadas,matinais","enlatados_conserva_vacuo,mercearia",0.178335535006605,0.6585365853658537,1.5825783972125436,0.06564883631242703,1.7099452726929611,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,verduras_hortalicas",0.190224570673712,0.6,1.5825783972125436,0.07002542539992217,1.5521796565389694,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas","enlatados_conserva_vacuo,frutas",0.1928665785997358,0.6854460093896714,1.5819592350853087,0.07095030267917751,1.801632524300558,0.1,0.6
"bebidas_alcoolicas,padaria,verduras_hortalicas",enlatados_conserva_vacuo,0.13738441215323646,0.7375886524822696,1.581741104614952,0.05052796532233719,2.0337748580813315,0.1,0.6
"carnes_embutidas_defumadas,matinais,padaria",enlatados_conserva_vacuo,0.11492734478203434,0.7372881355932203,1.5810966533826283,0.04223897083844487,2.0314484169258953,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas","enlatados_conserva_vacuo,mercearia",0.18494055482166447,0.6572769953051643,1.5795513823682836,0.06785632642234782,1.7036608096125654,0.1,0.6
"carnes_embutidas_defumadas,matinais","enlatados_conserva_vacuo,frutas",0.18494055482166447,0.6829268292682927,1.5761451516954195,0.06760329395915533,1.787318361955086,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,mercearia",0.23645970937912814,0.6556776556776557,1.5757078899936043,0.0863940081912716,1.6957474914977937,0.1,0.6
"carnes_embutidas_defumadas,queijos,verduras_hortalicas",enlatados_conserva_vacuo,0.24438573315719947,0.7341269841269842,1.574317640181663,0.08915293456580503,2.0072950965121557,0.1,0.6
"carnes_embutidas_defumadas,matinais,tuberculos",enlatados_conserva_vacuo,0.18229854689564068,0.7340425531914894,1.5741365800735339,0.06648995112110831,2.00665785997358,0.1,0.6
"enlatados_conserva_vacuo,frango,tuberculos",carnes_embutidas_defumadas,0.14927344782034346,0.7337662337662337,1.573544019719657,0.054408959792269077,2.0045751844572606,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,frutas",enlatados_conserva_vacuo,0.1928665785997358,0.7336683417085428,1.573334092559113,0.07028194796605527,2.0038383888736577,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas","doces_industrializados,enlatados_conserva_vacuo",0.18229854689564068,0.6478873239436619,1.571957385337667,0.06632940638584134,1.669484808454425,0.1,0.6
"bebidas_alcoolicas,matinais,peixes_frutosdomar",enlatados_conserva_vacuo,0.14134742404227213,0.7328767123287672,1.5716364624160815,0.051410961366305505,1.9978999424177764,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,laticinios_sem_queijos",enlatados_conserva_vacuo,0.17701453104359313,0.73224043715847,1.5702719856344527,0.06428595111412812,1.9931523468039796,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,tuberculos",enlatados_conserva_vacuo,0.18758256274768825,0.7319587628865979,1.5696679419409478,0.06807794795907506,1.9910578193273039,0.1,0.6
"enlatados_conserva_vacuo,frango","carnes_embutidas_defumadas,mercearia",0.14398943196829592,0.648809523809524,1.5691655256351744,0.052227645454402685,1.670107247609879,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,frutas",0.24438573315719947,0.6776556776556776,1.5639797194675242,0.08812684430127266,1.7580911492734472,0.1,0.6
"enlatados_conserva_vacuo,padaria","carnes_embutidas_defumadas,laticinios_sem_queijos",0.16512549537648613,0.6544502617801047,1.5628354831783573,0.05946786400464882,1.682078379568472,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,frutas",0.15191545574636725,0.6764705882352942,1.5612446197991392,0.05461138576282308,1.7516512549537648,0.1,0.6
"carnes_embutidas_defumadas,doces_industrializados,frango",enlatados_conserva_vacuo,0.14795244385733158,0.7272727272727273,1.559618851403554,0.0530879558292572,1.9568472038749452,0.1,0.6
"matinais,padaria,verduras_hortalicas",enlatados_conserva_vacuo,0.14398943196829592,0.7266666666666668,1.5583191690273845,0.05158895661627541,1.9525082965492808,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,frutas",0.21400264200792601,0.675,1.5578506097560976,0.0766321902664519,1.7437252311756937,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,queijos",0.21003963011889035,0.6625,1.5574922360248447,0.07518205249463833,1.7026273301042125,0.1,0.6
"carnes_embutidas_defumadas,matinais,mercearia",enlatados_conserva_vacuo,0.178335535006605,0.7258064516129032,1.5564744585579824,0.06375894557009959,1.9463827803248117,0.1,0.6
"enlatados_conserva_vacuo,padaria","carnes_embutidas_defumadas,queijos",0.16380449141347425,0.6492146596858639,1.5552389157664523,0.05848016487246292,1.6607385792306633,0.1,0.6
"carnes_embutidas_defumadas,frango,tuberculos",enlatados_conserva_vacuo,0.14927344782034346,0.7243589743589745,1.5533703784412003,0.05317695345424214,1.9361617154618913,0.1,0.6
"frango,padaria,verduras_hortalicas",enlatados_conserva_vacuo,0.10039630118890357,0.7238095238095238,1.552192094968299,0.03571596844248921,1.932309934860839,0.1,0.6
"carnes_embutidas_defumadas,matinais,temperos_molhos",enlatados_conserva_vacuo,0.17305151915455746,0.723756906077348,1.552079257508647,0.061554945563119384,1.931941875825627,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,frango",enlatados_conserva_vacuo,0.10700132100396301,0.7232142857142856,1.5509156212059891,0.03800896607445435,1.9281544296245783,0.1,0.6
"enlatados_conserva_vacuo,frango,matinais",carnes_embutidas_defumadas,0.10700132100396301,0.7232142857142856,1.5509156212059891,0.03800896607445435,1.9281544296245783,0.1,0.6
"frango,peixes_frutosdomar,verduras_hortalicas",enlatados_conserva_vacuo,0.14134742404227213,0.7229729729729729,1.550398131842891,0.05017895502827856,1.926474852595289,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,temperos_molhos",enlatados_conserva_vacuo,0.17569352708058125,0.7228260869565217,1.5500831383175269,0.062348943982102764,1.9254539332245448,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar,queijos",enlatados_conserva_vacuo,0.21003963011889035,0.7227272727272727,1.5498712335822817,0.07451893293592693,1.924767741516339,0.1,0.6
"carnes_embutidas_defumadas,frango,verduras_hortalicas",enlatados_conserva_vacuo,0.130779392338177,0.7226277372262774,1.5496577820971444,0.04638695818333162,1.9240770353890009,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,laticinios_sem_queijos",0.14795244385733158,0.6588235294117648,1.5488491048593354,0.05242832637348639,1.6842800528401591,0.1,0.6
"carnes_embutidas_defumadas,frutas,matinais",enlatados_conserva_vacuo,0.18494055482166447,0.7216494845360824,1.5475599427586808,0.06543594003305127,1.9173149371299958,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,tuberculos",0.2047556142668428,0.6458333333333334,1.5471387130801688,0.07241091075981287,1.6448830522962161,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,tuberculos",0.23249669749009247,0.6446886446886446,1.5443965317383037,0.08195459725084592,1.6395838156586633,0.1,0.6
"enlatados_conserva_vacuo,verduras_hortalicas","carnes_embutidas_defumadas,queijos",0.24438573315719947,0.6445993031358885,1.544182507828695,0.08612352521337616,1.6391716528090763,0.1,0.6
"enlatados_conserva_vacuo,frango,temperos_molhos",carnes_embutidas_defumadas,0.13870541611624834,0.7191780821917808,1.5422600799410144,0.04876895344028172,1.900441408641299,0.1,0.6
"enlatados_conserva_vacuo,frango","carnes_embutidas_defumadas,frutas",0.15191545574636725,0.6845238095238096,1.5422158446712022,0.053410790351261436,1.7628673263378287,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas","enlatados_conserva_vacuo,refrigerantes_sucos",0.19947159841479525,0.7089201877934272,1.542105121148346,0.0701214032307883,1.8561597136404315,0.1,0.6
"carnes_embutidas_defumadas,doces_industrializados,matinais",enlatados_conserva_vacuo,0.1690885072655218,0.7191011235955056,1.542095044084413,0.059439943181124125,1.899920739762219,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,mercearia",0.20343461030383092,0.6416666666666667,1.542037037037037,0.07150871914967133,1.6294430278639676,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,refrigerantes_sucos",enlatados_conserva_vacuo,0.19947159841479525,0.7190476190476192,1.5419803048698235,0.07011093292196655,1.899558919015741,0.1,0.6
"carnes_embutidas_defumadas,mercearia,verduras_hortalicas",enlatados_conserva_vacuo,0.23645970937912814,0.7188755020080321,1.5416112040228904,0.08307492029477409,1.8983959237591996,0.1,0.6
"enlatados_conserva_vacuo,frango,frutas",carnes_embutidas_defumadas,0.15191545574636725,0.71875,1.5413420679886687,0.053354948704212035,1.8975488037575223,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,mercearia",0.14398943196829592,0.6411764705882353,1.540859010270775,0.05054192573409953,1.6272170127985797,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas",enlatados_conserva_vacuo,0.202113606340819,0.7183098591549295,1.5403981965447073,0.07090493134094988,1.8945838837516509,0.1,0.6
"carnes_embutidas_defumadas,frango,laticinios_sem_queijos",enlatados_conserva_vacuo,0.14795244385733158,0.7179487179487181,1.5396237379240214,0.05185594949123026,1.8921580401104847,0.1,0.6
"doces_industrializados,enlatados_conserva_vacuo,frango",carnes_embutidas_defumadas,0.14795244385733158,0.7179487179487181,1.5396237379240214,0.05185594949123026,1.8921580401104847,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,mercearia",enlatados_conserva_vacuo,0.18494055482166447,0.717948717948718,1.5396237379240212,0.06481993686403781,1.892158040110484,0.1,0.6
"carnes_embutidas_defumadas,matinais,refrigerantes_sucos",enlatados_conserva_vacuo,0.19154557463672392,0.7178217821782178,1.5393515272207108,0.06711293449600297,1.8913068669030566,0.1,0.6
"carnes_embutidas_defumadas,laticinios_sem_queijos,verduras_hortalicas",enlatados_conserva_vacuo,0.23513870541611626,0.717741935483871,1.5391802979073381,0.08236991950077568,1.8907718437441028,0.1,0.6
"carnes_embutidas_defumadas,matinais","enlatados_conserva_vacuo,refrigerantes_sucos",0.19154557463672392,0.7073170731707318,1.538617886178862,0.06705360274601302,1.8459929546455311,0.1,0.6
"pratos_prontos,verduras_hortalicas","enlatados_conserva_vacuo,frutas",0.10039630118890357,0.6666666666666667,1.538617886178862,0.03514533661170337,1.7001321003963015,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,laticinios_sem_queijos",0.2073976221928666,0.6541666666666667,1.5379011387163561,0.07254004456861457,1.661600165523388,0.1,0.6
"carnes_embutidas_defumadas,matinais",enlatados_conserva_vacuo,0.19418758256274768,0.7170731707317073,1.5377461479997236,0.06790693291498634,1.8863025554593904,0.1,0.6
"matinais,peixes_frutosdomar,verduras_hortalicas",enlatados_conserva_vacuo,0.190224570673712,0.7164179104477612,1.5363409580990233,0.06640793370200453,1.8819439616213582,0.1,0.6
"enlatados_conserva_vacuo,frango,queijos",carnes_embutidas_defumadas,0.14663143989431968,0.7161290322580645,1.5357214657772091,0.051150948697231816,1.8800288219046473,0.1,0.6
"carnes_embutidas_defumadas,matinais","enlatados_conserva_vacuo,temperos_molhos",0.17305151915455746,0.6390243902439025,1.535687185443283,0.060364820460379484,1.6175157984933415,0.1,0.6
"carnes_embutidas_defumadas,doces_industrializados,verduras_hortalicas",enlatados_conserva_vacuo,0.22324966974900926,0.7161016949152542,1.5356628415038172,0.07787292186183031,1.8798477887970977,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,queijos",0.14663143989431968,0.6529411764705882,1.5350200949945196,0.051107322410474484,1.6557329333004949,0.1,0.6
"matinais,peixes_frutosdomar,queijos",enlatados_conserva_vacuo,0.19947159841479525,0.7156398104265403,1.5346723413396348,0.0694949297529531,1.8767943637164248,0.1,0.6
"carnes_embutidas_defumadas,doces_industrializados,peixes_frutosdomar",enlatados_conserva_vacuo,0.19947159841479525,0.7156398104265403,1.5346723413396348,0.0694949297529531,1.8767943637164248,0.1,0.6
"bebidas_alcoolicas,carnes_embutidas_defumadas,doces_industrializados",enlatados_conserva_vacuo,0.18229854689564068,0.7150259067357513,1.533355839657121,0.06340993527604097,1.8727512909811457,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,laticinios_sem_queijos",0.23513870541611626,0.652014652014652,1.5328418993015267,0.08173821086852956,1.6513244802892304,0.1,0.6
"enlatados_conserva_vacuo,frango","carnes_embutidas_defumadas,refrigerantes_sucos",0.15587846763540292,0.7023809523809524,1.5322835185947579,0.054148947123195415,1.819815059445179,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,temperos_molhos",0.202113606340819,0.6375,1.5320238095238095,0.07018771518665942,1.610713797658634,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar,tuberculos",enlatados_conserva_vacuo,0.2047556142668428,0.7142857142857143,1.5317685147713478,0.0710829265909198,1.8678996036988111,0.1,0.6
"enlatados_conserva_vacuo,frango,laticinios_sem_queijos",carnes_embutidas_defumadas,0.14795244385733158,0.713375796178344,1.5298172173003015,0.05123994632221679,1.8619697636870693,0.1,0.6
"carnes_embutidas_defumadas,mercearia,peixes_frutosdomar",enlatados_conserva_vacuo,0.20343461030383092,0.712962962962963,1.5289319064106601,0.0703779257969214,1.8592917714237018,0.1,0.6
"padaria,peixes_frutosdomar,verduras_hortalicas",enlatados_conserva_vacuo,0.1571994715984148,0.7125748502994013,1.528099608149141,0.05432694237316531,1.8567811536767949,0.1,0.6
"carnes_embutidas_defumadas,tuberculos,verduras_hortalicas",enlatados_conserva_vacuo,0.23249669749009247,0.7125506072874495,1.5280476195937656,0.08034391474376537,1.8566245557891607,0.1,0.6
"enlatados_conserva_vacuo,frango,verduras_hortalicas",carnes_embutidas_defumadas,0.130779392338177,0.712230215827338,1.527360547822365,0.04515495184530467,1.8545574636723905,0.1,0.6
"enlatados_conserva_vacuo,frango,peixes_frutosdomar",carnes_embutidas_defumadas,0.11756935270805813,0.712,1.5268668555240792,0.04056895658137437,1.8530750036694552,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","doces_industrializados,enlatados_conserva_vacuo",0.19947159841479525,0.6291666666666668,1.5265357905982908,0.06880214431924672,1.5852047556142672,0.1,0.6
"enlatados_conserva_vacuo,matinais","carnes_embutidas_defumadas,queijos",0.18494055482166447,0.6363636363636364,1.5244533947065593,0.06362457660688701,1.6020475561426686,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,temperos_molhos",0.2285336856010568,0.6336996336996337,1.5228908657480085,0.07846798441320027,1.5940026420079259,0.1,0.6
"frango,matinais,verduras_hortalicas",enlatados_conserva_vacuo,0.12945838837516513,0.7101449275362319,1.5228886972944125,0.044449951051306266,1.8412153236459712,0.1,0.6
"bebidas_alcoolicas,matinais,padaria",enlatados_conserva_vacuo,0.1096433289299868,0.7094017094017094,1.5212948839011162,0.0375709581554108,1.8365063330484113,0.1,0.6
"frango,matinais","enlatados_conserva_vacuo,laticinios_sem_queijos",0.142668428005284,0.6467065868263473,1.5203630007066613,0.04883003024174197,1.626514116830486,0.1,0.6
"enlatados_conserva_vacuo,frango",carnes_embutidas_defumadas,0.1571994715984148,0.7083333333333334,1.5190037771482532,0.053710939204151834,1.8297792036233254,0.1,0.6
"matinais,padaria","enlatados_conserva_vacuo,laticinios_sem_queijos",0.16380449141347425,0.6458333333333334,1.5183100414078676,0.055918429314072635,1.622503691040485,0.1,0.6
"enlatados_conserva_vacuo,frango,mercearia",carnes_embutidas_defumadas,0.14398943196829592,0.7077922077922079,1.5178433464552448,0.04912494394022153,1.8263907236166157,0.1,0.6
"bebidas_alcoolicas,enlatados_conserva_vacuo,padaria",carnes_embutidas_defumadas,0.11492734478203434,0.7073170731707317,1.5168244317004076,0.03915895499337753,1.823425803610744,0.1,0.6
"carnes_embutidas_defumadas,frango,queijos",enlatados_conserva_vacuo,0.14663143989431968,0.7070063694267515,1.5161581350029771,0.04991894235920488,1.821492160128654,0.1,0.6
"enlatados_conserva_vacuo,frango,refrigerantes_sucos",carnes_embutidas_defumadas,0.15587846763540292,0.7065868263473054,1.515258434971417,0.05300593841015343,1.818887660744615,0.1,0.6
"carnes_embutidas_defumadas,matinais","doces_industrializados,enlatados_conserva_vacuo",0.1690885072655218,0.6243902439024391,1.5149468417761105,0.05747501522557409,1.5650465782566183,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar","enlatados_conserva_vacuo,refrigerantes_sucos",0.22060766182298547,0.6958333333333334,1.51363745210728,0.07486096302410442,1.7762979316335215,0.1,0.6
"enlatados_conserva_vacuo,padaria","carnes_embutidas_defumadas,tuberculos",0.15984147952443858,0.6335078534031414,1.51282474771665,0.05418384815260127,1.5859596150217026,0.1,0.6
"bebidas_alcoolicas,peixes_frutosdomar,queijos",enlatados_conserva_vacuo,0.20871862615587847,0.7053571428571428,1.5126214083367058,0.07073391629686115,1.8112965854049075,0.1,0.6
"carnes_embutidas_defumadas,refrigerantes_sucos,verduras_hortalicas",enlatados_conserva_vacuo,0.24966974900924702,0.7052238805970149,1.5123356306287261,0.08458089971363705,1.810477735230674,0.1,0.6
"matinais,peixes_frutosdomar","enlatados_conserva_vacuo,laticinios_sem_queijos",0.2047556142668428,0.6431535269709544,1.512009999742275,0.0693361300691564,1.6103191914226909,0.1,0.6
"carnes_embutidas_defumadas,queijos","enlatados_conserva_vacuo,frutas",0.27344782034346105,0.6550632911392406,1.5118381444890399,0.09257672555052013,1.6429411123095756,0.1,0.6
"enlatados_conserva_vacuo,frutas","carnes_embutidas_defumadas,queijos",0.27344782034346105,0.6310975609756098,1.5118381444890399,0.09257672555052013,1.579178357369783,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar,refrigerantes_sucos",enlatados_conserva_vacuo,0.22060766182298547,0.7046413502109704,1.5110864082427893,0.07461491076679305,1.8069069635780333,0.1,0.6
"frango,matinais","doces_industrializados,enlatados_conserva_vacuo",0.13738441215323646,0.6227544910179641,1.5109780439121758,0.04646025034508394,1.558260468432199,0.1,0.6
"enlatados_conserva_vacuo,padaria,queijos",carnes_embutidas_defumadas,0.16380449141347425,0.7045454545454546,1.510880762297193,0.055387933667103526,1.806320495884565,0.1,0.6
"bebidas_alcoolicas,enlatados_conserva_vacuo,frango",carnes_embutidas_defumadas,0.10700132100396301,0.7043478260869565,1.5104569528267027,0.03616095656741394,1.8051130623980103,0.1,0.6
"carnes_embutidas_defumadas,peixes_frutosdomar",enlatados_conserva_vacuo,0.22324966974900926,0.7041666666666667,1.5100684608120871,0.07540890918577645,1.8040076655441237,0.1,0.6
"carnes_embutidas_defumadas,frango","enlatados_conserva_vacuo,refrigerantes_sucos",0.15587846763540292,0.6941176470588236,1.509905341446924,0.05264122265286217,1.7663347220810899,0.1,0.6
"carnes_embutidas_defumadas,laticinios_sem_queijos,peixes_frutosdomar",enlatados_conserva_vacuo,0.2073976221928666,0.7040358744394619,1.5097879800302343,0.07002891550286278,1.8032104399343503,0.1,0.6
"carnes_embutidas_defumadas,chas",enlatados_conserva_vacuo,0.10039630118890357,0.7037037037037037,1.5090756478858462,0.033867958935448805,1.8011889035667108,0.1,0.6
"frutas,pratos_prontos,verduras_hortalicas",enlatados_conserva_vacuo,0.10039630118890357,0.7037037037037037,1.5090756478858462,0.033867958935448805,1.8011889035667108,0.1,0.6
"carnes_embutidas_defumadas,frutas,verduras_hortalicas",enlatados_conserva_vacuo,0.24438573315719947,0.7034220532319392,1.508471655231099,0.08237689970665685,1.7994783727940928,0.1,0.6
"enlatados_conserva_vacuo,verduras_hortalicas","carnes_embutidas_defumadas,mercearia",0.23645970937912814,0.6236933797909407,1.5084213690151504,0.07969999075122719,1.5586378981359166,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas",enlatados_conserva_vacuo,0.2536327608982827,0.7032967032967032,1.5082028453133267,0.08546389575760535,1.798718136895151,0.1,0.6
"carnes_embutidas_defumadas,padaria","enlatados_conserva_vacuo,laticinios_sem_queijos",0.16512549537648613,0.641025641025641,1.5070074852683546,0.05555371355678135,1.600773730892621,0.1,0.6
"frango,matinais","enlatados_conserva_vacuo,frutas",0.14398943196829592,0.6526946107784432,1.5063714035343947,0.048402492631520175,1.6317359814148409,0.1,0.6
"carnes_embutidas_defumadas,frango,refrigerantes_sucos",enlatados_conserva_vacuo,0.15587846763540292,0.7023809523809524,1.5062390395251586,0.052389935241139954,1.793183619550859,0.1,0.6
"carnes_embutidas_defumadas,verduras_hortalicas","enlatados_conserva_vacuo,refrigerantes_sucos",0.24966974900924702,0.6923076923076923,1.5059681697612732,0.08388287912551981,1.7559445178335535,0.1,0.6
"carnes_embutidas_defumadas,padaria,peixes_frutosdomar",enlatados_conserva_vacuo,0.130779392338177,0.7021276595744681,1.5056958592007716,0.04392294550727774,1.7916588035478394,0.1,0.6
"enlatados_conserva_vacuo,padaria","carnes_embutidas_defumadas,temperos_molhos",0.15852047556142668,0.6282722513089005,1.5050699184836636,0.05319614902041535,1.5671758423725977,0.1,0.6
"frango,laticinios_sem_queijos,matinais",enlatados_conserva_vacuo,0.142668428005284,0.7012987012987012,1.503918178139141,0.04780393997720962,1.786686577451036,0.1,0.6
"carnes_embutidas_defumadas,frango,frutas",enlatados_conserva_vacuo,0.15191545574636725,0.701219512195122,1.5037483590133354,0.05089093602815817,1.7862130321084846,0.1,0.6
